1664,8.3 %
1665,4.7 %
1666,8.7 %
1667,4.7 %
1668,10.1 %
1669,10.1 %
1670,7.8 %
1671,4.7 %
1672,4.7 %
1673,4.7 %
1674,4.7 %
1675,0.6 %
1676,7.3 %
1677,9.2 %
1678,9.2 %
1679,9.0 %
1680,7.5 %
1681,7.5 %
1682,4.7 %
1683,9.3 %
1684,4.7 %
1685,8.2 %
1686,9.7 %
1687,9.0 %
1688,9.5 %
1689,12.0 %
1690,4.7 %
1691,5.8 %
1692,5.8 %
1693,7.8 %
1694,10.6 %
1695,10.6 %
1696,9.8 %
1697,10.1 %
1698,4.7 %
1699,4.7 %
1700,4.7 %
1701,8.8 %
1702,9.3 %
1703,9.3 %
1704,4.7 %
1705,9.6 %
1706,4.7 %
1707,5.7 %
1708,4.7 %
1709,7.1 %
1710,7.1 %
1711,8.9 %
1712,4.7 %
1713,4.7 %
1714,4.7 %
1715,8.2 %
1716,4.7 %
1717,8.3 %
1718,14.4 %
1719,10.6 %
1720,0.0 %
1721,4.7 %
1722,4.7 %
1723,4.7 %
1724,4.7 %
1725,11.5 %
1726,10.1 %
1727,8.1 %
1728,10.0 %
1729,8.4 %
1730,4.7 %
1731,9.7 %
1732,4.7 %
1733,4.7 %
1734,8.2 %
1735,8.2 %
1736,7.5 %
1737,7.5 %
1738,5.4 %
1739,5.4 %
1740,4.8 %
1741,4.8 %
1742,5.5 %
1743,5.5 %
1744,4.7 %
1745,4.7 %
1746,4.7 %
1747,4.7 %
1748,4.7 %
1749,4.7 %
1750,0.0 %
1751,0.0 %
1752,3.7 %
1753,3.7 %
1754,5.8 %
1755,5.8 %
1756,4.7 %
1757,4.7 %
1758,5.0 %
1759,5.0 %
1760,5.9 %
1761,5.9 %
1762,4.5 %
1763,4.5 %
1764,4.7 %
1765,4.7 %
1766,4.1 %
1767,4.1 %
1768,5.7 %
1769,5.7 %
1770,4.7 %
1771,4.7 %
1772,7.0 %
1773,7.0 %
1774,4.7 %
1775,4.7 %
1776,5.8 %
1777,5.8 %
1778,4.6 %
1779,4.6 %
1780,6.0 %
1781,6.0 %
1782,6.2 %
1783,6.2 %
1784,4.6 %
1785,4.6 %
1786,0.0 %
1787,0.0 %
1788,6.2 %
1789,6.2 %
1790,4.1 %
1791,3.5 %
1792,3.5 %
1793,4.7 %
1794,4.7 %
1795,4.3 %
1796,4.3 %
1797,3.6 %
1798,3.6 %
1799,0.6 %
1800,4.3 %
1801,4.3 %
1802,0.6 %
1803,0.6 %
1804,4.9 %
1805,6.2 %
1806,6.2 %
1807,6.2 %
1808,6.2 %
1809,0.6 %
1810,0.6 %
1811,0.6 %
1812,0.6 %
1813,0.6 %
1814,0.6 %
1815,6.5 %
1816,6.5 %
1817,6.5 %
1818,4.2 %
1819,4.2 %
1820,4.2 %
1821,5.8 %
1822,5.8 %
1823,5.8 %
1824,4.7 %
1825,4.7 %
1826,4.7 %
1827,4.7 %
1828,4.7 %
1829,4.7 %
1830,5.4 %
1831,5.4 %
1832,5.4 %
1833,5.8 %
1834,5.8 %
1835,5.8 %
1836,5.1 %
1837,5.1 %
1838,5.1 %
1839,7.4 %
1840,6.1 %
1841,6.4 %
1842,0.6 %
1843,4.7 %
1844,9.8 %
1845,6.3 %
1846,4.7 %
1847,5.4 %
1848,6.0 %
1849,7.1 %
1850,4.7 %
1851,4.7 %
1852,6.2 %
1853,6.2 %
1854,7.8 %
1855,7.0 %
1856,3.7 %
1857,3.1 %
1858,5.7 %
1859,4.7 %
1860,4.1 %
1861,4.7 %
1862,4.7 %
1863,5.5 %
1864,5.9 %
1865,4.7 %
1866,6.8 %
1867,0.6 %
1868,4.7 %
1869,4.7 %
1870,4.7 %
1871,7.7 %
1872,5.7 %
1873,5.0 %
1874,0.0 %
1875,7.0 %
1876,6.1 %
1877,5.9 %
1878,4.7 %
1879,9.3 %
1880,9.3 %
1881,4.7 %
1882,6.2 %
1883,4.7 %
1884,8.5 %
1885,4.7 %
1886,0.6 %
1887,4.7 %
1888,4.7 %
1889,6.3 %
1890,6.3 %
1891,8.0 %
1892,8.0 %
1893,7.8 %
1894,9.0 %
1895,9.3 %
1896,4.7 %
1897,4.7 %
1898,7.1 %
1899,7.1 %
1900,6.3 %
1901,5.9 %
1902,5.9 %
1903,4.7 %
1904,4.7 %
1905,5.2 %
1906,5.2 %
1907,5.8 %
1908,4.5 %
1909,4.7 %
1910,0.6 %
1911,4.7 %
1912,0.6 %
1913,0.6 %
1914,5.2 %
1915,5.8 %
1916,8.6 %
1917,5.3 %
1918,8.7 %
1919,4.6 %
1920,4.7 %
1921,7.4 %
1922,4.7 %
1923,6.1 %
1924,4.7 %
1925,6.6 %
1926,4.7 %
1927,0.6 %
1928,6.9 %
1929,4.7 %
1930,6.5 %
1931,5.8 %
1932,0.6 %
1933,4.7 %
1934,6.0 %
1935,5.5 %
1936,4.7 %
1937,4.7 %
1938,5.3 %
1939,9.3 %
1940,4.7 %
1941,9.3 %
1942,8.7 %
1943,11.3 %
1944,11.3 %
1945,4.7 %
1946,4.7 %
1947,5.2 %
1948,5.2 %
1949,4.7 %
1950,5.9 %
1951,4.7 %
1952,4.7 %
1953,8.9 %
1954,7.0 %
1955,4.6 %
1956,4.6 %
1957,4.6 %
1958,4.2 %
1959,4.2 %
1960,4.2 %
1961,4.2 %
1962,4.2 %
1963,4.2 %
1964,4.7 %
1965,4.7 %
1966,4.7 %
1967,4.7 %
1968,7.1 %
1969,7.1 %
1970,7.1 %
1971,7.1 %
1972,5.4 %
1973,4.7 %
1974,4.7 %
1975,6.4 %
1976,6.4 %
1977,7.3 %
1978,6.5 %
1979,4.4 %
1980,4.7 %
1981,5.8 %
1982,4.7 %
1983,4.7 %
1984,4.7 %
1985,4.7 %
1986,4.7 %
1987,6.8 %
1988,4.7 %
1989,10.7 %
1990,4.7 %
1991,4.7 %
1992,6.0 %
1993,4.7 %
1994,7.4 %
1995,7.0 %
1996,5.5 %
1997,3.7 %
1998,4.7 %
1999,0.6 %
2000,0.6 %
2001,0.6 %
2002,0.6 %
2003,4.7 %
2004,4.7 %
2005,5.2 %
2006,5.2 %
2007,4.7 %
2008,4.7 %
2009,9.8 %
2010,11.8 %
2011,4.7 %
2012,7.0 %
2013,8.3 %
2014,9.3 %
2015,4.7 %
2016,7.9 %
2017,6.6 %
2018,4.6 %
2019,0.6 %
2020,0.6 %
2021,4.7 %
2022,4.7 %
2023,4.7 %
2024,5.7 %
2025,4.7 %
2026,4.7 %
2027,5.9 %
2028,5.5 %
2029,4.7 %
2030,7.1 %
2031,4.7 %
2032,4.7 %
2033,4.7 %
2034,6.6 %
2035,5.0 %
2036,5.8 %
2037,5.4 %
2038,6.3 %
2039,7.4 %
2040,0.6 %
2041,4.7 %
2042,4.7 %
2043,5.2 %
2044,7.0 %
2045,5.2 %
2046,4.7 %
2047,4.7 %
2048,4.7 %
2049,4.6 %
2050,4.7 %
2051,0.6 %
2052,6.3 %
2053,4.7 %
2054,3.8 %
2055,4.7 %
2056,4.7 %
2057,9.3 %
2058,5.5 %
2059,4.5 %
2060,4.8 %
2061,5.4 %
2062,6.2 %
2063,4.7 %
2064,0.0 %
2065,4.7 %
2066,4.7 %
